Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Harbors and Ports, Ancient",Encyclopedia of Geoarchaeology,,,,10.1007/978-3-030-44600-0_119-1,Nick MarrinerChristophe MorhangeClément FlauxNicolas CarayonDavid Kaniewski,2023,https://link.springer.com/rwe/10.1007/978-3-030-44600-0_119-1,Living reference work entry
Vuln-Check: A Static Analyzer Framework for Security Parameters in Web,Soft Computing and Signal Processing,,,,10.1007/978-981-16-1249-7_23,P. Divya JyothiK. V. Lakshmy,2022,https://link.springer.com/chapter/10.1007/978-981-16-1249-7_23,Conference paper
A Real-Time Learning Progress Indicator Updater for Non-reactive Instances in Learning Management System Courses - A User Requirement Based on Evaluation,Learning and Collaboration Technologies,,,,10.1007/978-3-031-61685-3_12,Tina John,2024,https://link.springer.com/chapter/10.1007/978-3-031-61685-3_12,Conference paper
A Comprehensive Review on the Photovoltaic Panel Cooling Technique for Improved Efficiency,Sustainable Development Research in Materials and Renewable Energy Engineering,,,,10.1007/978-3-031-81730-4_18,Hailemariam Mulugeta WassieKassa Enawgaw KassieMuluken Zegeye Getie,2025,https://link.springer.com/chapter/10.1007/978-3-031-81730-4_18,Chapter
"SoK: A Tale of&#xa0;Reduction, Security, and&#xa0;Correctness - Evaluating Program Debloating Paradigms and&#xa0;Their Compositions",Computer Security – ESORICS 2023,,,,10.1007/978-3-031-51482-1_12,Muaz AliMuhammad MuzammilFaraz KarimAyesha NaeemRukhshan HaroonMuhammad HarisHuzaifah NadeemWaseem SabirFahad ShaonFareed ZaffarVinod YegneswaranAshish GehaniSazzadur Rahaman,2024,https://link.springer.com/chapter/10.1007/978-3-031-51482-1_12,Conference paper
Visualizing Spatial Data from Access Logs,Pro Data Visualization Using R and JavaScript,,,,10.1007/978-1-4842-7202-2_5,Tom BarkerJon Westfall,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7202-2_5,Chapter
Security and Privacy Challenges in Big Data,Proceedings of Third Doctoral Symposium on Computational Intelligence,,,,10.1007/978-981-19-3148-2_70,Bhawna WadhwaParul Tomar,2023,https://link.springer.com/chapter/10.1007/978-981-19-3148-2_70,Conference paper
Digest of Blockchain Technologies to Design System for Big Image Data Provenance and Security,Pattern Recognition and Information Processing,,,,10.1007/978-3-030-98883-8_3,Igor ZakharovJonathan AndersonGarrett ParsonsMichael D. HenschelBryan EwensonChristopher Papanagiotou,2022,https://link.springer.com/chapter/10.1007/978-3-030-98883-8_3,Conference paper
An Anti-forensic Method Based on&#xa0;RS Coding and&#xa0;Distributed Storage,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-030-95388-1_16,Xuhang JiangYujue WangYong DingHai LiangHuiyong WangZhenyu Li,2022,https://link.springer.com/chapter/10.1007/978-3-030-95388-1_16,Conference paper
Network Monitoring of Cyber Physical System,Intelligent Cyber Physical Systems and Internet of Things,,,,10.1007/978-3-031-18497-0_51,Mayank SrivastavaAman MauryaUtkarsh SharmaShikha Srivastava,2023,https://link.springer.com/chapter/10.1007/978-3-031-18497-0_51,Conference paper
A Dataset for Analysis of Quality Code and Toxic Comments,Applied Technologies,,,,10.1007/978-3-031-24985-3_41,Jaime Sayago-HerediaGustavo Chango SailemaRicardo Pérez-CastilloMario Piattini,2023,https://link.springer.com/chapter/10.1007/978-3-031-24985-3_41,Conference paper
Browsing Your Data,Beginning MongoDB Atlas with .NET,,,,10.1007/978-1-4842-9550-2_5,Luce Carter,2024,https://link.springer.com/chapter/10.1007/978-1-4842-9550-2_5,Chapter
Design and Performance Analysis of an Energy Efficient IoT-Based WBAN to Control Corona Virus Outbreak,"Convergence of Artificial Intelligence, Machine Learning, and the Internet of Things in Industry 4.0 Applications",,,,10.1007/978-981-96-5269-3_4,Kosheen WighmalSanya AroraSindhu Hak Gupta,2025,https://link.springer.com/chapter/10.1007/978-981-96-5269-3_4,Chapter
Internet of&#xa0;Medical Things Focused on&#xa0;Home Hospitalization for&#xa0;Diagnostic and&#xa0;Monitoring Support,Machine Learning Methods in Biomedical Field,,,,10.1007/978-3-031-96328-5_11,Leonardo Juan Ramirez LopezNorman Eduardo Jaimes SalazarJulian Andres Duarte Suarez,2026,https://link.springer.com/chapter/10.1007/978-3-031-96328-5_11,Chapter
Testing and Evaluation,Finite-State Computational Morphology,,,,10.1007/978-3-030-90248-3_4,Irina Lobzhanidze,2022,https://link.springer.com/chapter/10.1007/978-3-030-90248-3_4,Chapter
Low-Cost Smart Cart with Nutritional Information,Evolutionary Computing and Mobile Sustainable Networks,,,,10.1007/978-981-16-9605-3_72,M. Florance MaryB. Hemakumar,2022,https://link.springer.com/chapter/10.1007/978-981-16-9605-3_72,Conference paper
Post COVID-19 Remote Medicine and Telemedicine Evaluation via Natural Language Processing Techniques,Data Science and Artificial Intelligence for Digital Healthcare,,,,10.1007/978-3-031-56818-3_1,Marcello TrovatiTariq SoussanYannis KorkontzelosNikolaos Polatidis,2024,https://link.springer.com/chapter/10.1007/978-3-031-56818-3_1,Chapter
Developing Websites,Practical Rust Web Projects,,,,10.1007/978-1-4842-6589-5_2,Shing Lyu,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6589-5_2,Chapter
Fuzzing-Based Office Software Vulnerability Mining on Android Platform,"Proceeding of 2021 International Conference on Wireless Communications, Networking and Applications",,,,10.1007/978-981-19-2456-9_114,Yujie HuangZhiqiang WangHaiwen OuYaping Chi,2022,https://link.springer.com/chapter/10.1007/978-981-19-2456-9_114,Conference paper
Connecting to a&#xa0;Database with PHP and SQL,PHP 7 Solutions,,,,10.1007/978-1-4842-4338-1_13,David Powers,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4338-1_13,Chapter
From WCF to gRPC,Beginning gRPC with ASP.NET Core 6,,,,10.1007/978-1-4842-8008-9_8,Anthony Giretti,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8008-9_8,Chapter
Apache Web Server,Using and Administering Linux: Volume 3,,,,10.1007/978-1-4842-9786-5_51,David Both,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9786-5_51,Chapter
DarkNet and Hidden Services,Cyber Security: Issues and Current Trends,,,,10.1007/978-981-16-6597-4_4,Nitul DuttaNilesh JadavSudeep TanwarHiren Kumar Deva SarmaEmil Pricop,2022,https://link.springer.com/chapter/10.1007/978-981-16-6597-4_4,Chapter
Managing Images,ESP32 Formats and Communication,,,,10.1007/978-1-4842-9376-8_10,Neil Cameron,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9376-8_10,Chapter
Writing Our First Bit of Code,Pro PHP 8 MVC,,,,10.1007/978-1-4842-6957-2_2,Christopher Pitt,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6957-2_2,Chapter
Analyzing Intake of Water by a Human Using Meteorological Conditions,"Advances in Micro-Electronics, Embedded Systems and IoT",,,,10.1007/978-981-16-8550-7_25,M. Rekha MadhuriT. Sriya DattaM. NithishaY. Sandeep,2022,https://link.springer.com/chapter/10.1007/978-981-16-8550-7_25,Conference paper
Installing and Configuring Services,Secure Web Application Development,,,,10.1007/978-1-4842-8596-1_5,Matthew Baker,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8596-1_5,Chapter
Templates,High-Performance Web Apps with FastAPI,,,,10.1007/978-1-4842-9178-8_4,Malhar Lathkar,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9178-8_4,Chapter
Design and Development of a Correspondence Management System (CMS),"Proceedings of the Future Technologies Conference (FTC) 2022, Volume 2",,,,10.1007/978-3-031-18458-1_48,Mahmoud Abdulaziz Elsayed YousefVishal Dattana,2023,https://link.springer.com/chapter/10.1007/978-3-031-18458-1_48,Conference paper
Design and Implementation of a Virtual Machine for a Dynamic Object-Oriented Programming Language,"Advanced Technologies, Systems, and Applications VII",,,,10.1007/978-3-031-17697-5_59,Elmin MarevacMuharem KelešturaAjdin JunuzovićMujo HodžićSanid Muhić,2023,https://link.springer.com/chapter/10.1007/978-3-031-17697-5_59,Conference paper
Application Layer,Fundamentals of IoT Communication Technologies,,,,10.1007/978-3-030-70080-5_5,Rolando Herrero,2022,https://link.springer.com/chapter/10.1007/978-3-030-70080-5_5,Chapter
PI Meets Blockchain,Global Logistics and Supply Chain Strategies for the 2020s,,,,10.1007/978-3-030-95764-3_19,Alfred TaudesGerald Reiner,2023,https://link.springer.com/chapter/10.1007/978-3-030-95764-3_19,Chapter
A Brief Introduction to the Use of SAS® Enterprise MinerTM,Conceptual Variable Design for Scorecards,,,,10.1007/979-8-8688-1421-1_11,Saul Rodrigo Alvarez Zapiain,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1421-1_11,Chapter
Documenting REST Services,Spring REST,,,,10.1007/978-1-4842-7477-4_6,Balaji VaranasiMaxim Bartkov,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7477-4_6,Chapter
Gene Expression Tools from a Technical Perspective: Current Approaches and Alternative Solutions for the KnowSeq Suite,Bioinformatics and Biomedical Engineering,,,,10.1007/978-3-031-07704-3_33,Daniel Castillo-SecillaDaniel Redondo-SánchezLuis Javier HerreraIgnacio RojasAlberto Guillén,2022,https://link.springer.com/chapter/10.1007/978-3-031-07704-3_33,Conference paper
A Survey on DDoS Attacks on Network and Application Layer in IoT,Advanced Network Technologies and Intelligent Computing,,,,10.1007/978-3-030-96040-7_19,Nimisha PandeyPramod Kumar Mishra,2022,https://link.springer.com/chapter/10.1007/978-3-030-96040-7_19,Conference paper
REST API and Real-Time Notification of SIsKA-NG Mobile for the Academic Progress Information System,Information and Communication Technology for Competitive Strategies (ICTCS 2020),,,,10.1007/978-981-16-0739-4_19,Gede IndrawanI Gede Aris GunadiI Made Subrata Sandhiyasa,2022,https://link.springer.com/chapter/10.1007/978-981-16-0739-4_19,Conference paper
Smart Solution for a Smart City: Using Open Source Maps in Municipal Waste Management,Computational Science and Its Applications – ICCSA 2022 Workshops,,,,10.1007/978-3-031-10592-0_11,Ingrid MajerovaRadim DolakMartin Murys,2022,https://link.springer.com/chapter/10.1007/978-3-031-10592-0_11,Conference paper
The Architecture of Visual Design in Modern Web Applications,Microlearning,,,,10.1007/978-3-031-13359-6_11,David SabolJán Skalka,2022,https://link.springer.com/chapter/10.1007/978-3-031-13359-6_11,Chapter
Quantifying Information Exposure by Web Browsers,"Proceedings of the Future Technologies Conference (FTC) 2020, Volume 3",,,,10.1007/978-3-030-63092-8_44,Fadi MohsenMohamed ShehabMaxamilliano LangeDimka Karastoyanova,2021,https://link.springer.com/chapter/10.1007/978-3-030-63092-8_44,Conference paper
Working with Arrays: Iterations with the v-for Directive,Building web applications with Vue.js,,,,10.1007/978-3-658-37596-6_5,Ralph Steyer,2022,https://link.springer.com/chapter/10.1007/978-3-658-37596-6_5,Chapter
"An Overview of Information-Centric Network: Concepts, Network Architecture, Comparison, and Difficulties",Intelligent Communication Technologies and Virtual Mobile Networks,,,,10.1007/978-981-99-1767-9_3,Antonio Cortés Castillo,2023,https://link.springer.com/chapter/10.1007/978-981-99-1767-9_3,Conference paper
Java Serialization,Mobile Forensics – The File Format Handbook,,,,10.1007/978-3-030-98467-0_7,Dirk Pawlaszczyk,2022,https://link.springer.com/chapter/10.1007/978-3-030-98467-0_7,Chapter
MicroProfile JWT,The Definitive Guide to Security in Jakarta EE,,,,10.1007/978-1-4842-7945-8_8,Arjan TijmsTeo BaisWerner Keil,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7945-8_8,Chapter
Communication Standards in Virtual Power Plant,Virtual Power Plant System Integration Technology,,,,10.1007/978-981-16-6148-8_8,Chuzo Ninagawa,2022,https://link.springer.com/chapter/10.1007/978-981-16-6148-8_8,Chapter
"Guide 4: Planning, Building, and Using Content Elements",The TYPO3 Guidebook,,,,10.1007/978-1-4842-6525-3_8,Felicity BrandHeather McNameeJeffrey A. McGuire,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6525-3_8,Chapter
Semantic Web: The Evolution of the Web and the Opportunities for the e-Government,Semantic Knowledge Modelling via Open Linked Ontologies,,,,10.1007/978-3-031-20585-9_3,Stamatios TheocharisGeorge A. Tsihrintzis,2023,https://link.springer.com/chapter/10.1007/978-3-031-20585-9_3,Chapter
Implementation of Semantic Web Service and Integration of e-Government Based Linked Data,Machine Learning and the Internet of Things in Education,,,,10.1007/978-3-031-42924-8_13,John Bush IdokoBashir Abdinur Ahmed,2023,https://link.springer.com/chapter/10.1007/978-3-031-42924-8_13,Chapter
Structural and Analytical Models for Early APT-Attacks Detection in Critical Infrastructure,ICTERI 2021 Workshops,,,,10.1007/978-3-031-14841-5_30,Zhadyra AvkurovaSergiy GnatyukBayan Abduraimova,2022,https://link.springer.com/chapter/10.1007/978-3-031-14841-5_30,Conference paper
Information Processing: Basic Concepts,Geoinformatics in Theory and Practice,,,,10.1007/978-3-662-65758-4_2,Norbert de Lange,2023,https://link.springer.com/chapter/10.1007/978-3-662-65758-4_2,Chapter
Master the Entire Stack,Pro Oracle SQL Development,,,,10.1007/978-1-4842-8867-2_5,Jon Heller,2023,https://link.springer.com/chapter/10.1007/978-1-4842-8867-2_5,Chapter
Microlearning and Automated Assessment – A Framework Implementation of Dissimilar Elements to Achieve Better Educational Outcomes,Microlearning,,,,10.1007/978-3-031-13359-6_1,Ján Skalka,2022,https://link.springer.com/chapter/10.1007/978-3-031-13359-6_1,Chapter
Secured and Blockchained IoT,Highly-Distributed Systems,,,,10.1007/978-3-030-92829-2_10,Andriy LuntovskyyDietbert Gütter,2022,https://link.springer.com/chapter/10.1007/978-3-030-92829-2_10,Chapter
Generating Objects,"PHP 8 Objects, Patterns, and Practice",,,,10.1007/978-1-4842-6791-2_9,Matt Zandstra,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6791-2_9,Chapter
webFuzz: Grey-Box Fuzzing for Web Applications,Computer Security – ESORICS 2021,,,,10.1007/978-3-030-88418-5_8,Orpheas van RooijMarcos Antonios CharalambousDemetris KaizerMichalis PapaevripidesElias Athanasopoulos,2021,https://link.springer.com/chapter/10.1007/978-3-030-88418-5_8,Conference paper
Building a Simple GUI,Beginning PyQt,,,,10.1007/978-1-4842-7999-1_2,Joshua M Willman,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7999-1_2,Chapter
Working with Real-Time&#xa0;Data,Practical Highcharts with Angular,,,,10.1007/978-1-4842-9181-8_5,Sourabh Mishra,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9181-8_5,Chapter
Isomorphic Rendering,Vue. JS Framework,,,,10.1007/978-981-99-4947-2_18,HcySun Yang,2023,https://link.springer.com/chapter/10.1007/978-981-99-4947-2_18,Chapter
Functions,PHP 8 Quick Scripting Reference,,,,10.1007/978-1-4842-6619-9_8,Mikael Olsson,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6619-9_8,Chapter
A Methodology to Define Urban Areas in Intermediate Cities. A Case Study on Inland Spanish Cities (Castilla-La Mancha),Young Geographers,,,,10.1007/978-3-031-35723-7_3,Irene Sánchez OndoñoFrancisco Cebrián Abellán,2023,https://link.springer.com/chapter/10.1007/978-3-031-35723-7_3,Chapter
A Survey of IoT Software Platforms,"Advances in Computing, Informatics, Networking and Cybersecurity",,,,10.1007/978-3-030-87049-2_10,Konstantinos AstropekakisEmmanouil DrakakisKonstantinos GrammatikakisChristos Goumopoulos,2022,https://link.springer.com/chapter/10.1007/978-3-030-87049-2_10,Chapter
Distributed Computing,Cloud Computing and MicroServices,,,,10.1007/978-3-031-93478-0_3,Jinmin Yang,2025,https://link.springer.com/chapter/10.1007/978-3-031-93478-0_3,Chapter
SSL and TLS,Pro Active Directory Certificate Services,,,,10.1007/978-1-4842-7486-6_11,Lawrence E. Hughes,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7486-6_11,Chapter
Testing Our Framework,Pro PHP 8 MVC,,,,10.1007/978-1-4842-6957-2_9,Christopher Pitt,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6957-2_9,Chapter
Automatic Detection of Security Misconfigurations in Web Applications,Proceedings of International Conference on Smart Computing and Cyber Security,,,,10.1007/978-981-15-7990-5_8,Sandra KumiChaeHo LimSang-Gon LeeYustus Oko OktianElizabeth Nathania Witanto,2021,https://link.springer.com/chapter/10.1007/978-981-15-7990-5_8,Conference paper
Exploring the Applicability of Open-Source Tools for Web Application Cybersecurity Improvement,Future Access Enablers for Ubiquitous and Intelligent Infrastructures,,,,10.1007/978-3-031-15101-9_5,Ivan CvitićDragan PerakovićMarko PerišaMario Sekondo,2022,https://link.springer.com/chapter/10.1007/978-3-031-15101-9_5,Conference paper
Acceptance Testing and Behavior Driven Development (BDD),Software Testing Automation,,,,10.1007/978-3-031-22057-9_3,Saeed Parsa,2023,https://link.springer.com/chapter/10.1007/978-3-031-22057-9_3,Chapter
SNAP—A Secured E Exchange Platform,Expert Clouds and Applications,,,,10.1007/978-981-19-2500-9_43,Neeta ShirsatPradnya KulkarniShubham BalkawadeAkash Kasbe,2022,https://link.springer.com/chapter/10.1007/978-981-19-2500-9_43,Conference paper
macOS Built-in Commands,Tweak Your Mac Terminal,,,,10.1007/978-1-4842-6171-2_3,Daniel Platt,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6171-2_3,Chapter
Lightening Your Workload with Includes,PHP 7 Solutions,,,,10.1007/978-1-4842-4338-1_5,David Powers,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4338-1_5,Chapter
Application of Brain-Computer Interface Technology in Neurogaming,Applications of Brain-Computer Interfaces in Intelligent Technologies,,,,10.1007/978-3-031-05501-0_4,Szczepan Paszkiel,2022,https://link.springer.com/chapter/10.1007/978-3-031-05501-0_4,Chapter
Three Mars Missions from Three Countries: Multilingual Sentiment Analysis Using VADER,The 8th International Conference on Advanced Machine Learning and Technologies and Applications (AMLTA2022),,,,10.1007/978-3-031-03918-8_32,Abdulla M. AlsharhanHaroon R. AlmansooriSaid SalloumKhaled Shaalan,2022,https://link.springer.com/chapter/10.1007/978-3-031-03918-8_32,Conference paper
The Evolution of Online Booking Systems,Handbook of e-Tourism,,,,10.1007/978-3-030-48652-5_27,Robert Goecke,2022,https://link.springer.com/rwe/10.1007/978-3-030-48652-5_27,Reference work entry
Design of Educational Resource Sharing System for Financial Management Specialty Based on Data Mining,"e-Learning, e-Education, and Online Training",,,,10.1007/978-3-031-21164-5_24,Jingbo LiMeifu Li,2022,https://link.springer.com/chapter/10.1007/978-3-031-21164-5_24,Conference paper
Web Scraping and Ethics in Automated Data Collection,"Education, Research and Business Technologies",,,,10.1007/978-981-16-8866-9_24,Marius Cristian Mazilu,2022,https://link.springer.com/chapter/10.1007/978-981-16-8866-9_24,Conference paper
Backdoor Investigation and Incident Response: From Zero to Profit,Digital Forensics and Cyber Crime,,,,10.1007/978-3-031-06365-7_14,Anthony Cheuk Tung LaiKen Wai Kin WongJohnny Tsz Wun WongAustin Tsz Wai LauAlan Po Lun HoShuai WangJogesh Muppala,2022,https://link.springer.com/chapter/10.1007/978-3-031-06365-7_14,Conference paper
Reproducible Academic Writing and Interactive Data Visualization Using R Markdown (R Programming Flex-Dashboard: Flex_Dashboard Packages),Rising Threats in Expert Applications and Solutions,,,,10.1007/978-981-15-6014-9_73,Yagyanath Rimal,2021,https://link.springer.com/chapter/10.1007/978-981-15-6014-9_73,Conference paper
Exploring Posttranslational Modifications with the Plant PTM Viewer,Plant Proteases and Plant Cell Death,,,,10.1007/978-1-0716-2079-3_23,Patrick Willems,2022,https://link.springer.com/chapter/10.1007/978-1-0716-2079-3_23,Protocol
Introduction: Before the Real Thing Starts,Building web applications with Vue.js,,,,10.1007/978-3-658-37596-6_1,Ralph Steyer,2022,https://link.springer.com/chapter/10.1007/978-3-658-37596-6_1,Chapter
Factories and Aggregates,Domain-Driven Laravel,,,,10.1007/978-1-4842-6023-4_15,Jesse Griffin,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6023-4_15,Chapter
Building a Router,Pro PHP 8 MVC,,,,10.1007/978-1-4842-6957-2_3,Christopher Pitt,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6957-2_3,Chapter
Introduction to Laravel,Domain-Driven Laravel,,,,10.1007/978-1-4842-6023-4_4,Jesse Griffin,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6023-4_4,Chapter
MakeTests: A Flexible Generator and&#xa0;Corrector for&#xa0;Hardcopy Exams,Computer Supported Education,,,,10.1007/978-3-031-14756-2_15,Fernando TeublValério Ramos BatistaFrancisco de Assis Zampirolli,2022,https://link.springer.com/chapter/10.1007/978-3-031-14756-2_15,Conference paper
CerealsDB: A Whistle-Stop Tour of an Open Access SNP Resource,Plant Bioinformatics,,,,10.1007/978-1-0716-2067-0_6,Mark WinfieldPaul WilkinsonAmanda BurridgeAlexandra AllenJane CoghillChristy WaterfallKeith EdwardsGary Barker,2022,https://link.springer.com/chapter/10.1007/978-1-0716-2067-0_6,Protocol
Getting Started with Future Networking Environments,Future Networking Essentials,,,,10.1007/979-8-8688-0497-7_1,Anil Kumar Rangisetti,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0497-7_1,Chapter
"State-of-the-Art Survey on Web Vulnerabilities, Threat Vectors, and Countermeasures",Cyber Security in Intelligent Computing and Communications,,,,10.1007/978-981-16-8012-0_1,Jasleen KaurUrvashi Garg,2022,https://link.springer.com/chapter/10.1007/978-981-16-8012-0_1,Chapter
Protocol Buffers,Mobile Forensics – The File Format Handbook,,,,10.1007/978-3-030-98467-0_9,Chris Currier,2022,https://link.springer.com/chapter/10.1007/978-3-030-98467-0_9,Chapter
Data Sharing and Reuse: A Method by the AIRR Community,Immunogenetics,,,,10.1007/978-1-0716-2115-8_23,Brian D. CorrieScott ChristleyChristian E. BusseLindsay G. CowellKira C. M. NellerFlorian RubeltNicholas Schwab,2022,https://link.springer.com/chapter/10.1007/978-1-0716-2115-8_23,Protocol
Detection of Advanced Linux Malware Using Machine Learning,Advances in Computational Intelligence and Communication Technology,,,,10.1007/978-981-15-1275-9_16,Nitesh KumarAnand Handa,2021,https://link.springer.com/chapter/10.1007/978-981-15-1275-9_16,Conference paper
HTTP Hacks,Understanding Network Hacks,,,,10.1007/978-3-662-62157-8_7,Bastian Ballmann,2021,https://link.springer.com/chapter/10.1007/978-3-662-62157-8_7,Chapter
Getting Started with AWS,Cloud Computing with AWS,,,,10.1007/978-1-4842-9172-6_2,Pravin Mishra,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9172-6_2,Chapter
Slots,Developing Web Components with TypeScript,,,,10.1007/978-1-4842-6840-7_6,Jörg Krause,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6840-7_6,Chapter
Other Useful Skills to Master,Productive and Efficient Data Science with Python,,,,10.1007/978-1-4842-8121-5_12,Tirthajyoti Sarkar,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8121-5_12,Chapter
The Use of the Cloud Platform to Register and Perform Intelligent Analysis of Energy Consumption Parameters in the Service and Industrial Sectors,Project Management and Engineering Research,,,,10.1007/978-3-030-54410-2_36,V. RodríguezJ. GarcíaH. MoránB. Martínez,2021,https://link.springer.com/chapter/10.1007/978-3-030-54410-2_36,Conference paper
Guide 2: Creating Your First TYPO3 Site,The TYPO3 Guidebook,,,,10.1007/978-1-4842-6525-3_6,Felicity BrandHeather McNameeJeffrey A. McGuire,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6525-3_6,Chapter
Use of Semantic Networks to Search for Information,Developments in Information & Knowledge Management for Business Applications,,,,10.1007/978-3-030-62151-3_3,Daniel RurarzAneta Poniszewska-MarandaIryna IvanochkoOksana Urikova,2021,https://link.springer.com/chapter/10.1007/978-3-030-62151-3_3,Chapter
A Culture of Automation and Continuous Testing,Apple Device Management,,,,10.1007/978-1-4842-9156-6_9,Charles EdgeRich Trouton,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9156-6_9,Chapter
"Early Detection of Poisonous Gas Leakage in Pipelines in an Industrial Environment Using Gas Sensor, Automated with IoT",Advances in Applications of Data-Driven Computing,,,,10.1007/978-981-33-6919-1_12,Pushan Kumar DuttaAkshay VinayakSimran KumariMahdi Hussain,2021,https://link.springer.com/chapter/10.1007/978-981-33-6919-1_12,Chapter
Hexagonal-Driven Development,Domain-Driven Laravel,,,,10.1007/978-1-4842-6023-4_17,Jesse Griffin,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6023-4_17,Chapter
Mapping Major Disease Resistance Genes in Soybean by Genome-Wide Association Studies,Genome-Wide Association Studies,,,,10.1007/978-1-0716-2237-7_18,Everton Geraldo Capote FerreiraFrancismar Corrêa Marcelino-Guimarães,2022,https://link.springer.com/chapter/10.1007/978-1-0716-2237-7_18,Protocol
Continuous Integration,"PHP 8 Objects, Patterns, and Practice",,,,10.1007/978-1-4842-6791-2_21,Matt Zandstra,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6791-2_21,Chapter
Industrial Informatics for Quality Assurance and Real-Time Defect Detection Through Computer Vision,Advances in Smart System Technologies,,,,10.1007/978-981-15-5029-4_27,Gonçalo MarquesRui Pitarma,2021,https://link.springer.com/chapter/10.1007/978-981-15-5029-4_27,Conference paper
Malware Prediction Analysis Using AI Techniques with the Effective Preprocessing and Dimensionality Reduction,Innovative Data Communication Technologies and Application,,,,10.1007/978-981-16-7167-8_12,S. HariniAswathy RavikumarNailesh Keshwani,2022,https://link.springer.com/chapter/10.1007/978-981-16-7167-8_12,Conference paper
Code Generation,Domain-Specific Languages,,,,10.1007/978-3-031-23669-3_9,Andrzej WąsowskiThorsten Berger,2023,https://link.springer.com/chapter/10.1007/978-3-031-23669-3_9,Chapter
Design and Development of Online Distance Learning System for Electrical Automation Technology Specialty,"e-Learning, e-Education, and Online Training",,,,10.1007/978-3-030-84383-0_48,Quan-wen ChenShan Jiang,2021,https://link.springer.com/chapter/10.1007/978-3-030-84383-0_48,Conference paper
“The Greek Steelbook (TGS)” The Home of Steelbook Presentations,"Internet of Things, Infrastructures and Mobile Applications",,,,10.1007/978-3-030-49932-7_60,Nikolaos GiannoulopoulosDimitrios KotsifakosChristos Douligeris,2021,https://link.springer.com/chapter/10.1007/978-3-030-49932-7_60,Conference paper
$$\mathbb {K}$$ -Smali: An Executable Semantics for&#xa0;Program Verification of&#xa0;Reversed Android Applications,Foundations and Practice of Security,,,,10.1007/978-3-031-08147-7_22,Marwa ZiadiaMohamed MejriJaouhar Fattahi,2022,https://link.springer.com/chapter/10.1007/978-3-031-08147-7_22,Conference paper
Tracking and Personalization,Modern Socio-Technical Perspectives on Privacy,,,,10.1007/978-3-030-82786-1_9,Rahat MasoodShlomo BerkovskyMohamed Ali Kaafar,2022,https://link.springer.com/chapter/10.1007/978-3-030-82786-1_9,Chapter
"Introduction to Blockchain Evolution, Architecture and Application with Use Cases",Blockchain Technology and Innovations in Business Processes,,,,10.1007/978-981-33-6470-7_1,Sidharth SamantaBhabendu Kumar MohantaDeepti PatnaikSrikanta Patnaik,2021,https://link.springer.com/chapter/10.1007/978-981-33-6470-7_1,Chapter
A Human in&#xa0;Every APE: Delineating and&#xa0;Evaluating the&#xa0;Human Analysis Systems of&#xa0;Anti-Phishing Entities,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-09484-2_9,Bhupendra AcharyaPhani Vadrevu,2022,https://link.springer.com/chapter/10.1007/978-3-031-09484-2_9,Conference paper
Attacks and Countermeasures in IoT Based Smart Healthcare Applications,Recent Advances in Internet of Things and Machine Learning,,,,10.1007/978-3-030-90119-6_6,A. K. M. Bahalul HaqueBharat BhushanAfra NawarKhalid Raihan TalhaSadia Jeesan Ayesha,2022,https://link.springer.com/chapter/10.1007/978-3-030-90119-6_6,Chapter
